tpnc,ean,nazev,znacka,cena_kc,jednotkova_cena,jednotka,energie_kj,energie_kcal,tuky_g,nasycene_mk_g,sacharidy_g,cukry_g,bilkoviny_g,sul_g,vlaknina_g
220319143,08719200250208,"Rama 100% rostlinná alternativa, neslaná 250g",Rama ,64.9,259.6,kg,2932.0,713.0,79.0,45.0,0.5,0.5,0.5,0.0,
220170992,08594001177448,Hollandia Jogurt krémový bílý bez laktózy s kulturou BiFi 180g,Hollandia,18.9,105,kg,283.0,92,3.0,1.8,11.0,4.6,4.2,0.1,
220170993,08594001177462,Hollandia Jogurt krémový bílý bez laktózy s kulturou BiFi 400g,Hollandia,34.9,87.25,kg,283.0,92,3.0,1.8,11.0,4.6,4.2,0.1,
220219308,08593803661032,Madeta Lipánek Maxi tradiční smetanový 130g,Madeta,25.9,199.23,kg,771.0,185.0,11.0,7.3,,14.0,7.4,0.08,
220323301,05900643050194,ACTIVIA Bílá Bezlaktózová 165g,Activia,25.9,156.97,kg,,92,3.0,2.3,11.0,5.8,4.2,0.17,
120503346,04002971616200,Ehrmann Lacto Zero Jogurt řeckého typu 135g,Ehrmann,28.9,214.07,kg,,92,3.0,,11.0,,4.2,,
220257535,08594001178452,Hollandia Bez laktózy jogurt 180g,Hollandia,21.9,121.67,kg,,92,3.0,,11.0,,4.2,,
220038147,04006952005779,Coppenrath Coooky kakaové sušenky s vanilkovým krémem 300g,Coppenrath,99.9,333,kg,2069.0,494.0,22.8,13.4,67.7,38.2,2.3,0.95,3.3
100889529,05051007164665,Tesco Free From Kukuřičná strouhanka 200g,TESCO FREE FROM,35.9,179.5,kg,1564.0,370.0,2.9,0.4,76.0,0.7,7.2,0.02,5.3
220191350,08008698004845,Schär Mix B Bread 1kg,Schär,129.9,129.9,kg,1429.0,337.0,,0.3,,2.6,2.6,,4.1
220343228,08593085019729,Kleis Bezlepkové lázeňské oplatky lískooříškové 4 ks 100g,Kleis,82.9,829,kg,1827.0,436.0,,3.2,,40.8,2.6,,0.6
120887605,08008698005576,Schär Classic chléb speciální bez lepku krájený 300g,Schär,86.9,289.67,kg,981.0,233.0,3.4,0.4,43.0,3.3,3.5,0.99,8.1
120887616,08008698007389,Schär Maestro Cereale chléb bez lepku vícezrnný krájený 300g,Schär,86.9,289.67,kg,1044.0,249.0,6.6,0.8,38.0,4.1,4.5,0.97,9.9
220271730,08586010422732,Vepy Obilné kuličky kakaové 375g,Vepy,85.9,229.07,kg,655.0,392.0,6.4,0.7,74.0,21.0,6.7,0.54,5.8
120855447,08594010190117,Nominal Nomina cereální kaše rýžová 300g,Nominal ,55.9,186.33,kg,1570.0,370.0,2.0,0.5,80.0,0.5,7.0,0.01,2.2
120855453,08594010190162,Nominal Nomina cereální kaše pohanková 300g,Nominal ,55.9,186.33,kg,1563.0,370.0,2.6,0.6,70.0,0.6,14.0,0.01,4.9
220288993,08594010190452,Nominal Nomina cereální kaše čiroková 300g,Nominal,55.9,186.33,kg,1586.0,375.0,2.9,,74.0,0.5,9.8,0.01,6.0
120850965,08594009160350,Labeta Instantní dětská kaše bez lepku 250g,Labeta,45.9,183.6,kg,1537.0,70,2.5,0.1,8.0,21.0,3.5,,1.8
220311123,05011766778008,Doves Farm Freee Čokoládové hvězdičky 300g,Doves Farm,139.9,466.33,kg,1693.0,400.0,4.5,2.5,82.0,24.0,6.6,0.29,3.5
105015324,05907653104763,Balviten Kakaové kuličky bez lepku 140g,Balviten,63.9,456.43,kg,1642.0,388.0,3.6,1.1,80.0,22.0,6.6,0.8,4.2
220035691,08934746052158,Lucka Rýžové nudle 240g,Lucka,53.9,224.58,kg,1452.0,347.0,0.61,0.3,80.0,1.02,4.81,0.55,
120304081,05948935000274,Sam Mills Fusilli 100% kukuřičné těstoviny bez lepku 500g,Sam Mills,49.9,99.8,kg,1466.0,345.0,0.8,0.2,79.0,1.0,5.5,0.018,
120304115,05948935000267,Sam Mills Penne 100% kukuřičné těstoviny bez lepku 500g,Sam Mills,49.9,99.8,kg,1466.0,345.0,0.8,0.2,79.0,1.0,5.5,0.018,
220035692,08936021031896,Lucka Vřetena rýžové těstoviny bezvaječné 300g,Lucka,53.9,179.67,kg,1448.0,346.0,0.4,0.2,82.3,1.58,3.42,0.49,
220272940,08002066001320,Crivellin Bramborové noky bezlepkové 500g,Crivellin,86.9,173.8,kg,641.0,151.0,0.2,0.1,33.9,0.1,2.4,0.79,2.0
220035689,08936021032084,Risolino Fusilli rýžové těstoviny 300g,Risolino,57.9,193,kg,1481.0,354.0,0.2,0.1,85.0,2.2,3.0,0.63,
219324703,05948935002605,Sam Mills Spaghetti 100% kukuřičné těstoviny bez lepku 500g,Sam Mills,49.9,99.8,kg,1466.0,345.0,0.8,0.2,79.0,1.0,5.5,0.018,
120303595,05948935003589,Sam Mills Kukuřičné těstoviny sušené bez lepku písmenka 300g,Sam Mills,49.9,166.33,kg,1466.0,345.0,0.8,0.0,79.0,1.0,5.5,0.0,
220035693,08936021031902,Lucka Kolínka rýžové těstoviny bezvaječné 300g,Lucka,53.9,179.67,kg,1448.0,346.0,0.4,0.2,82.3,1.58,3.42,0.49,
105014883,05941634004819,Sam Mills Penne těstoviny s vysokým obsahem proteinu z červené čočky a žlutého hrachu 250g,Sam Mills,97.9,391.6,kg,1525.0,360.0,1.2,0.2,45.0,2.9,40.0,0.18,
220035683,08936021032107,Risolino Macaroni rýžové těstoviny 300g,Risolino,57.9,193,kg,1481.0,354.0,0.2,0.1,85.0,2.2,30.0,0.63,
220335810,08008698004586,Schär Gnocchi těstoviny ostatní bez lepku 300g,Schär,95.9,319.67,kg,686.0,162.0,0.0,0.0,36.0,0.9,3.1,1.0,
220326697,05941634004208,Sam Mills Fideo kukuřičné těstoviny bezvaječné sušené 500g,Sam Mills,49.9,99.8,kg,1466.0,345.0,0.8,0.2,79.0,1.0,5.5,0.018,
105014884,05941634004796,Sam Mills Fusilli těstoviny s vysokým obsahem proteinu z cizrny a žlutého hrachu 250g,Sam Mills,97.9,391.6,kg,1556.0,368.0,2.8,0.3,43.0,2.8,40.0,0.18,
220035680,08936021032114,Risolino Stelline rýžové těstoviny 300g,Risolino,57.9,193,kg,1481.0,354.0,0.2,0.1,85.0,2.2,3.0,0.63,
100899400,05051007170307,Tesco Free From Bezlepkové těstoviny 300g,TESCO FREE FROM,45.9,153,kg,1515.0,357.0,1.1,0.2,78.0,0.8,6.7,0.01,4.3
220297472,08851613006864,Orient Gourmet Spaghetti Shirataki 270g,Orient,59.9,299.5,kg,42.0,10.0,0.5,0.1,0.8,0.5,0.5,0.05,
105010844,05907653103599,"Balviten Směs na chleba, pizzu, pečivo bez lepku 1kg",Balviten,114.9,114.9,kg,1553.0,366.0,0.83,0.19,81.0,4.0,1.8,1.1,1.4
105010847,05907653103995,"Balviten Směs na palačinky, lívance, těstoviny bez lepku 1kg",Balviten,74.9,74.9,kg,1481.0,349.0,0.6,0.1,83.0,1.1,1.3,0.13,2.8
105010845,05907653103629,"Balviten Směs na dorty, wafle, palačinky bez lepku 1kg",Balviten,114.9,114.9,kg,1545.0,364.0,0.65,0.13,88.0,0.26,1.4,0.0,0.31
218430016,08594009164563,Labeta Bramborové knedlíky bez lepku 300g,Labeta,41.9,139.67,kg,1449.0,210,1.0,0.3,42.0,1.2,5.0,,2.8
130499283,05011766010696, Doves Farm Freee Samokypřící směs bílá 1kg,Doves Farm,129.9,129.9,kg,1459.0,344.0,1.0,0.3,78.1,0.1,5.5,0.75,1.4
130403017,08594005291720,Jizerské Pekárny Jizerka Přirozeně bezlepková směs univerzální 1000g,Jizerské Pekárny,104.9,104.9,kg,1622.0,382.0,0.8,0.2,89.0,4.5,3.2,0.2,
130494340,08594009165188,Labeta Perník bez lepku 400g,Labeta,45.9,114.75,kg,1531.0,360,16.0,0.2,48.0,38.0,6.0,,2.0
120850971,08594009165041,Labeta Jíška světlá bez lepku 250g,Labeta,41.9,167.6,kg,1638.0,430,18.0,6.0,60.0,1.0,8.0,,6.9
220228519,08594174210027,Risolino Rýžová mouka 400g,Risolino,46.9,117.25,kg,1479.0,348.0,1.2,0.2,75.7,0.5,8.5,0.01,1.12
130542213,08594164681004,Jizerské Pekárny Jizerka Bezlepková směs univerzální 1000g,Jizerské Pekárny,104.9,104.9,kg,1548.0,369.0,2.1,0.5,83.0,3.9,3.1,0.11,
120855424,08594056220052,Hraška Na zahušťování 140g,Hraška,49.9,356.43,kg,1423.0,337.0,3.8,1.1,54.0,1.8,17.0,0.82,9.4
130625296,08593837257409,Vitana Sójová omáčka bez lepku 160ml,Vitana ,51.9,324.38,litre,547.0,128.0,0.0,0.0,29.0,24.0,3.0,20.4,
130499277,05011766010689,Doves Farm Freee Směs bílá 1kg,Doves Farm,129.9,129.9,kg,1484.0,350.0,0.9,0.2,80.1,0.4,4.8,0.03,1.0
100889958,05051007164702,Tesco Free From Instantní rýžovo-kukuřičná kaše 300g,TESCO FREE FROM,48.9,163,kg,1571.0,370.0,2.0,0.5,80.0,0.5,7.0,0.0,2.2
130494357,08594009165102,Labeta Slunečnicový chléb bez lepku 500g,Labeta,69.9,139.8,kg,1527.0,255,3.5,0.8,49.0,1.5,8.5,,3.4
214317601,08594009163863,Labeta Tmavý chléb bez lepku 500g,Labeta,69.9,139.8,kg,1430.0,255,3.5,0.4,49.0,1.7,8.5,,2.8
220298333,08594009165751,Labeta Kakaové muffiny bez lepku s kousky čokolády 300g,Labeta,67.9,226.33,kg,1534,362.0,2.9,1.7,79,32,3.6,1.2,2.8
220316203,05011766010146,Doves Farm Freee Chlebová směs bílá 1kg,Doves Farm,129.9,129.9,kg,1490.0,351.0,0.9,0.2,80.0,0.3,5.3,0.04,1.4
220298334,08594009166352,Labeta Bagetky bez lepku 400g,Labeta,78.9,197.25,kg,1461.0,265,2.5,0.9,52.0,1.5,8.0,,3.4
220266107,08594009166451,Labeta Cheesecake bez lepku 565g,Labeta,89.9,159.12,kg,1602.0,360,16.0,0.1,48.0,50.0,6.0,,1.0
100889964,05051007164719,Tesco Free From Instantní jáhlovo-kukuřičná kaše 300g,TESCO FREE FROM,48.9,163,kg,1572.0,371.0,2.0,0.1,76.0,0.5,11.0,0.0,2.4
105015370,08594005295346,Jizerské Pekárny Palačinky bezlepková směs 500g,Jizerské Pekárny,87.9,175.8,kg,1613.0,380.0,0.8,0.2,88.0,4.1,3.8,1.1,
100889961,05051007164672,Tesco Free From Univerzální sypká směs na pečení 500g,TESCO FREE FROM,84.9,169.8,kg,1442.0,341.0,1.9,0.4,71.0,3.2,6.2,0.25,7.4
100889962,05051007164689,Tesco Free From Sypká směs pro přípravu chleba 500g,TESCO FREE FROM,84.9,169.8,kg,1448.0,342.0,1.7,0.3,71.0,3.7,6.6,2.0,8.2
105015368,08594005295902,Jizerské Pekárny Knedlík bezlepková směs 350g,Jizerské Pekárny,58.9,168.29,kg,1510.0,360.0,1.8,0.4,82.0,2.3,3.4,1.3,
105015366,08594005299313,Jizerské Pekárny Slunečnicový chléb bezlepková směs 500g,Jizerské Pekárny,87.9,175.8,kg,1522.0,359.0,2.4,0.3,80.0,2.4,2.2,2.0,
100889524,05059697684241,Tesco Free From Rajčatová omáčka s bylinkami 500g,TESCO FREE FROM,77.9,155.8,kg,318.0,77.0,,1.0,,4.6,1.1,,1.1
120313571,08595240902235,Druid Kukuřičná krupice jemná 450g,Druid,34.9,77.56,kg,1448.0,342.0,2.3,0.4,69.0,0.9,7.7,0.01,
120313588,08595240902242,Druid Kukuřičná mouka hladká 450g,Druid,31.9,70.89,kg,1448.0,351.0,2.7,0.8,74.0,0.9,6.1,0.01,
120313605,08595240902266,Druid Kukuřičná strouhanka 200g,Druid,45.9,229.5,kg,1515.0,357.0,0.5,0.1,77.0,0.5,8.6,0.84,
220239164,08588004918078,Balila Kukuřičné trubičky plněné krémem s mléčnou příchutí 18g,Balila,6.9,383.33,kg,,420,13.0,,66.0,,8.0,,
220199150,08588004918054,Balila Kukuřičné trubičky plněné kakaovým krémem 18g,Balila,6.9,383.33,kg,,420,13.0,,66.0,,8.0,,
220199151,08588004918061,Balila Kukuřičné trubičky plněné krémem s kokosovou příchutí 18g,Balila,6.9,383.33,kg,,354,33.0,,15.0,,3.3,,
220199149,08588004918030,Balila Kukuřičné trubičky plněné krémem s lískovo-oříškovou příchutí 18g,Balila,6.9,383.33,kg,2136.56,515.0,27.2,9.3,59.1,35.2,7.38,0.46,
220199147,08588004918016,Balila Kukuřičné trubičky plněné krémem s pistáciovou příchutí 18g,Balila,6.9,383.33,kg,,420,13.0,,66.0,,8.0,,
220199148,08588004918023,Balila Kukuřičné trubičky plněné krémem s jahodovou příchutí 18g,Balila ,6.9,383.33,kg,,32,0.3,,7.7,,0.7,,
220333543,08410376061789,Gullón Sušenky bez lepku plněné čokoládovým krémem 5 x 45g (225g),Gullón ,84.9,377.33,kg,1997.0,477.0,21.0,7.0,63.0,25.0,5.7,0.35,6.5
130499300,00612322030087,Nairn's Ovesné sušenky s čokoládou bez lepku 160g,Nairn's,85.9,536.88,kg,1968.0,470.0,20.1,9.2,61.8,22.7,7.6,1.03,5.5
220157393,04006952005694,Coppenrath Královské Coooky bez lepku a laktózy 250g,Coppenrath,79.9,319.6,kg,2081.0,496.0,23.0,11.0,70.0,32.0,2.6,0.23,1.3
220017832,08410376045024,Gullón Digestive sušenky bez lepku 150g,Gullón,49.9,332.67,kg,1904.0,454.0,16.0,1.4,72.0,17.0,1.1,0.9,8.7
220191349,08008698001325,Schär Orangino pečivo bez lepku polomáčené v čokoládě s náplní s příchutí z pomeranče 12 ks 150g,Schär,69.9,466,kg,1512.0,358.0,7.2,3.3,69.0,44.0,4.7,0.53,2.2
220297532,08410376017342,Gullón Sušenky bez lepku s kousky čokolády 200g,Gullón,78.9,394.5,kg,1958.0,467.0,20.0,1.4,64.0,19.0,4.2,0.6,7.3
130306432,08008698004708,Schär Noccioli 3 x 21g (63g),Schär,58.9,934.92,kg,2164.0,518.0,28.0,11.0,56.0,39.0,8.0,0.25,5.0
130306386,08008698005286,Schär Snack 3 x 35g (105g),Schär,77.9,741.9,kg,2309.0,553.0,32.0,17.0,60.0,40.0,4.9,0.23,2.7
220334445,08008698037171,Schär Bezlepkové sušenky 3 x 33g (100g),Schär,74.9,749,kg,2160.0,517.0,28.0,16.0,59.0,20.0,6.2,0.55,1.9
100871587,04751018892311,The Beginnings Ovesné sušenky s citronem 80g,OTHER,97.9,1223.75,kg,1826.0,435.0,32.0,17.0,29.0,8.0,8.0,0.6,5.0
100871827,04751018891796,The Beginnings Mango ovocná tyčinka 40g,OTHER,46.9,1172.5,kg,1421.0,338.0,8.5,6.0,58.0,46.0,4.0,0.4,6.5
100989706,05051007175081,Tesco Free From Sušenky bez lepku s jablky 55g,TESCO FREE FROM,29.9,543.64,kg,1880.0,448.0,16.2,7.2,66.6,20.1,5.4,0.11,7.0
100989707,05051007175098,Tesco Free From Karamelové sušenky bez lepku 90g,TESCO FREE FROM,46.9,521.11,kg,2112.0,505.0,21.0,10.2,71.6,31.7,4.5,1.37,3.0
100989709,05051007175074,Tesco Free From Sušenky bez lepku polomáčené v tmavé polevě 80g,TESCO FREE FROM,29.9,373.75,kg,2135.0,510.0,,15.7,,24.8,5.1,,3.8
120018016,08586008102080,Celihope Oplatka s arašídovou krémovou náplní máčená v kakaové polevě 35g,Celihope,17.5,500,kg,2199.0,527.0,29.0,19.0,60.0,28.0,3.4,0.19,3.7
120493892,08586008102325,Celihope Oplatka s krémovou náplní s vanilkovou příchutí bočně máčená kakaovou polevou 35g,Celihope,17.5,500,kg,2362.0,566.0,35.0,19.0,59.0,28.0,2.9,0.22,
120592544,08586008105708,Celihope Oplatka s krémovou mléčnou náplní polomáčená kakaovou polevou 35g,Celihope,14.9,425.71,kg,2270.0,541.0,33.0,22.0,55.0,28.0,5.4,0.27,3.0
220157529,08595240904697,Glutaline Polomáčené sušenky bez lepku 80g,Glutaline,37.9,473.75,kg,2121.0,493.0,24.0,15.0,64.0,27.0,5.0,0.1,
220318936,08590326005305,Uni Roll Czech Bezlepkové trubičky vanilkové bezpalmové 40g,Uni Roll Czech,42.9,1072.5,kg,2465.0,588.3,41.34,16.51,50.38,24.66,2.06,0.21,0.29
220318937,08590326006302,Uni Roll Czech Bezlepkové trubičky oříškové bezpalmové 40g,Uni Roll Czech,42.9,1072.5,kg,2486.7,593.49,42.49,16.23,48.5,23.27,2.45,0.16,0.72
220318938,08590326001352,Uni Roll Czech Bezlepkové trubičky čokoládové bezpalmové 40g,Uni Roll Czech,42.9,1072.5,kg,2397.5,572.2,39.59,16.28,48.27,23.29,3.15,0.15,2.37
130306501,08008698002070,Schär Salinis preclíky bez lepku 60g,Schär,41.9,698.33,kg,2022.0,482.0,21.0,9.9,72.0,2.0,0.9,2.5,
105015316,05907653100925,Balviten Tyčinky se solí bez lepku 80g,Balviten,42.9,536.25,kg,1680.0,398.0,,0.78,,1.1,0.8,,2.0
220259036,08594068262088,bombus Celozrnné rýžové chipsy chia & quinoa 60g,bombus,34.9,581.67,kg,1949.0,464.0,17.0,2.0,68.0,1.0,7.6,0.97,4.3
220259034,08594068262095,Bombus Celozrnné rýžové chipsy pohanka & amaranth 60g,bombus,34.9,581.67,kg,1910.0,454.0,15.0,1.6,70.0,1.0,8.0,0.98,3.6
220298336,08594174210034,Risolino Rýžové křupky 100g,Risolino,23.9,239,kg,1479.0,348.0,1.2,0.2,75.7,0.5,8.5,0.01,
120025900,08595573400248,Nový Věk Kukuřičné lupínky mořská sůl 65g,Nový Věk,36.9,567.69,kg,1802.0,428.0,12.7,1.1,72.0,2.1,4.1,2.5,3.4
120025877,08595573400231,Nový Věk Kukuřičné lupínky rajče a bazalka 65g,Nový Věk,36.9,567.69,kg,1847.0,439.0,12.7,1.1,74.5,2.4,4.7,2.0,2.8
220323713,08008698031056,"Dr. Schär Curvies original 0,17kg",Schär ,93.9,552.35,kg,2072.0,495.0,,1.8,,5.1,4.7,,4.4
100241462,05057008169845,Tesco Free From Kukuřičný snack s příchutí sýra nacho 200g,TESCO FREE FROM,62.9,314.5,kg,2057.0,491.0,,2.2,,2.0,4.9,,4.4
100377964,05057753255848,Tesco Free From Kukuřičný snack s příchutí limetky a chilli 200g,TESCO FREE FROM,62.9,314.5,kg,2019.0,482.0,,2.1,,3.8,6.2,,4.5
100957371,05059697768316,"Tesco Free From Kukuřičný snack s příchutí česneku, rajčat a bílého pepře 200g",TESCO FREE FROM,62.9,314.5,kg,2044.0,488.0,,2.1,,2.9,6.6,,4.8
220276812,04001724032199,Dr. Oetker Ristorante Pizza Mozzarella bez lepku 370g,Dr. Oetker,89.9,242.97,kg,963.0,230.0,11.0,4.8,22.0,2.1,10.0,0.98,1.4
220203201,04001724027980,Dr. Oetker Ristorante Pizza Salame Gluten Free 315g,Dr. Oetker,89.9,285.4,kg,1047.0,250.0,11.0,4.7,26.0,2.2,11.0,1.4,1.6
220104106,08595607201322,Don Peppe Bezlepkové jahodové knedlíky 600g,Don Peppe,114.9,191.5,kg,633.0,151.0,0.3,0.2,34.0,6.9,1.9,0.7,2.0
220311118,08008698006757,Schär Lasagne alla bolognese 300g,Schär,119.9,399.67,kg,565.0,135.0,6.0,2.6,15.0,2.4,5.4,0.82,0.6
220170350,08595607201599,Don Peppe Bezlepkové knedlíky s uzeným masem 600g,Don Peppe,114.9,191.5,kg,701.0,168.0,3.1,1.2,29.1,4.5,4.2,1.34,2.4
220329198,00000042488910,Müller Riso Vegan dezert z rýže a kokosového mléka s citrónovou příchutí 160g,Müller,23.9,149.38,kg,499.0,119.0,4.1,3.8,18.7,10.3,1.0,0.22,
120881415,08594001174461,Hollandia Bio originál selský bílý s kulturou BiFi 180g,Hollandia,22.9,127.22,kg,282.0,67.0,3.8,2.4,4.4,4.4,3.9,0.1,
209556886,08593807547103,Olma Bio bílý jogurt 150g,Olma,18.5,123.33,kg,324.0,77.0,4.2,2.7,4.9,4.9,5.0,0.12,
220324147,08595674624772,Allnature Xylitol březový cukr 250g,Allnature,72.9,291.6,kg,1000.0,240.0,0.0,0.0,100.0,0.0,0.0,0.0,
220317433,08595016553142,Country Life Čekankové slazení 250ml,Country Life,104.9,419.6,litre,706.0,169.0,,0.0,,9.5,0.0,,66.0
220324151,08595674637628,Allnature Tapioková mouka 500g,Allnature,66.9,133.8,kg,1498.0,358.0,0.02,0.0,89.0,3.0,0.19,0.1,
220317349,08595245311155,4Slim Čekankový sirup Originál 350g,4 Slim,134.9,385.43,kg,,170,0.0,,8.0,,0.0,,
120493794,08594001758357,FAN Sladidla Stevia Práškové stolní sladidlo na bázi steviol-glykosidů 250g,FAN Sladidla,82.9,331.6,kg,1669.0,393.0,,0.0,,98.2,0.0,,
130494373,08594001758272,FAN Sladidla Stevia Tekuté stolní sladidlo na bázi steviol-glykosidů 200ml,FAN Sladidla,81.9,409.5,litre,32.0,7.5,,0.0,,1.5,0.0,,
105015467,08595245311674,Čekankový Originál 700g,4Slim,244.9,349.86,kg,,170,0.0,,8.0,,0.0,,
220110123,09001475533223,"Kandisin Stolní sladidlo, wavebox, 100 tablet, 7,5g",Kandisin,64.9,6490,kg,0.9,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0
105015499,08595245318079,Čekankový topping s příchutí čokoláda 330g,4Slim,194.9,590.61,kg,678,168.0,0.4,0.3,5.2,4.5,0.9,0,69.8
105132218,09001475038865,Kandisin Stevia stolní sladidlo 300 ks 21g,KANDISIN,214.9,10233.33,kg,0.3,0.07,,0.0,,0.0,0.001,0.017,
220269647,08410376049602,Gullón Celozrnné pšeničné sušenky 245g,Gullón,49.9,199.6,kg,1767.0,422.0,16.0,1.5,66.0,0.5,6.0,0.68,7.0
130302972,08410376039733,Gullón Zero sušenky s vlákninou bez cukrů 170g,Gullón,44.9,264.12,kg,1802.0,431.0,17.0,1.7,65.0,0.5,6.1,0.65,9.3
130302953,08410376052893,Gullón Zero sušenky s kousky čokolády 150g,Gullón,58.9,392.67,kg,1890.0,454.0,24.0,6.0,63.0,0.5,5.9,0.58,4.0
213938685,03850102323463,Kraš Napolitanke Oplatky s lískooříškovou náplní 50g,Kraš,16.9,338,kg,2043.0,488.0,33.0,14.0,49.0,0.8,8.4,0.06,
220174819,08410376051384,Gullón Zero kakaové sušenky plněné krémem 147g,Gullón,46.9,319.05,kg,1702.0,408.0,,1.1,,2.4,5.0,,9.0
220335808,07350021422088,HealthyCo Hořká čokoláda 100g,HealthyCo,114.9,1149,kg,1974.0,535,31.0,21.6,57.0,0.1,7.0,0.01,
220297534,08410376047028,Gullón Celozrnné pšeničné sušenky polomáčené v hořké čokoládě 270g,Gullón,81.9,303.33,kg,1877.0,449.0,21.0,7.0,63.0,0.5,7.0,0.65,6.0
220335807,07350021422071,HealthyCo Mléčná čokoláda 100g,HealthyCo,114.9,1149,kg,2059.0,535,31.0,22.0,57.0,7.8,7.0,0.2,
220297535,08410376048148,Gullón Zero sušenky plněné čokoládovou náplní 250g,Gullón,59.9,239.6,kg,1734.0,415.0,17.0,7.1,64.0,5.0,7.5,0.6,7.2
130302989,08410376039740,Gullón Oplatky s náplní s vanilkovou příchutí 3 x 60g (180g),Gullón,67.9,377.22,kg,1794.0,431.0,22.0,12.0,63.0,0.5,3.0,0.15,10.0
105015546,07350021422095,HealthyCo Mléčná čokoláda s oříšky 100g,HealthyCo ,114.9,1149,kg,2139.0,535,31.0,20.3,57.0,7.0,7.0,0.18,
130302407,08594001732388,Hors Ovocné lízátko bez cukru 10g,Hors,10.5,1050,kg,975.0,233.0,0.0,0.0,97.0,0.0,0.0,0.1,
120779439,03850102128433,Kraš Dorina Mléčná čokoláda se sladidly 80g,Kraš,59.9,748.75,kg,2033.0,486.0,35.0,21.0,47.0,9.8,6.9,0.21,7.7
219566615,00000050357727,Fisherman's Friend Komprimát s eukalypto-mentolovou příchutí 25g,Fisherman's Friend,31.9,1276,kg,1044.0,250.0,,0.6,,1.5,0.5,,
120779445,03850102128440,Kraš Dorina Čokoláda se sladidly 80g,Kraš,59.9,748.75,kg,1899.0,454.0,33.0,21.0,44.0,0.6,4.6,0.0,13.2
219566622,00000050357444,Fisherman's Friend Komprimát s mátovou příchutí 25g,Fisherman's Friend,31.9,1276,kg,1006.0,242.0,,0.5,,0.5,0.5,,
111268238,05201583086510,Zero Candies Jahodovo jogurtová příchuť 32g,Zero Candies,31.9,996.88,kg,1129.0,270.0,5.3,3.8,91.0,0.7,0.5,0.38,0.0
111268241,05201583086411,Zero Candies Citronová příchuť s vitamínem C 32g,Zero Candies,31.9,996.88,kg,967.0,231.0,0.0,0.0,95.9,0.3,0.0,0.39,0.0
120017904,08594001152117,Druid D.line Tradiční medový perník s ovocnou náplní a tmavou polevou meruňka 60g,Druid,19.9,331.67,kg,1635.0,391.0,13.0,9.5,62.0,34.0,5.2,0.08,
120017956,08586008100116,Difabi Oplatky s kakaovou náplní 35g,Difabi,12.9,368.57,kg,2327.0,558.0,,19.0,,22.0,7.2,,2.2
120017962,08586008100857,Difabi Oplatky s arašídovou náplní 35g,Difabi,12.9,368.57,kg,2303.0,553.0,,21.0,,23.0,4.5,,4.3
120017979,08586008104596,Dibeta Oplatky kakaové polomáčené 110g,Dibeta,37.9,344.54,kg,2226.0,534.0,,22.0,,26.0,5.7,,6.6
120017991,08586008101816,Celihope Oplatka s arašídovou krémovou náplní bočně máčená kakaovou polevou 35g,Celihope,21.9,625.71,kg,2255.0,540.0,31.0,15.0,59.0,30.0,4.3,0.16,2.5
120018097,08586008102431,Dibeta Oplatka kakaová máčená 32g,Dibeta,14.9,465.62,kg,2194.0,562.0,,22.0,,22.0,4.8,,6.3
120018137,08586008102233,Dibeta Oplatka lískooříšková máčená 25g,Dibeta,14.9,596,kg,2315.0,555.0,35.0,24.0,57.0,29.0,3.0,0.29,
120592481,08586008104992,Dibeta Oplatka mléčná polomáčená 45g,Dibeta,21.9,486.67,kg,2275.0,546.0,36.0,23.0,48.0,24.0,5.0,0.32,2.4
120592521,08586008104985,Dibeta Oplatky kokosové máčené 34g,Dibeta,17.5,514.71,kg,2417.0,581.0,,27.0,,25.0,6.0,,5.0
120857094,08586008106583,Dibeta Sušenky s citronovou příchutí 60g,Dibeta,41.9,698.33,kg,2152.0,514.0,25.0,13.0,65.0,30.0,0.52,200.0,6.8
213478013,08588000033768,Dibeta Oplatka arašídová 32g,Dibeta,14.9,465.62,kg,2382.0,572.0,,24.0,,21.0,4.7,,3.6
213824483,08588000033546,Dibeta Oplatka lískooříšková 32g,Dibeta,14.9,465.62,kg,2301.0,552.0,,22.0,,24.0,2.9,,
214650456,08586008101311,Dibeta Oplatka se smetanovou příchutí 32g,Dibeta,14.9,465.62,kg,2348.0,563.0,,22.0,,28.0,1.8,,2.1
220064691,08586008107931,Difabi Oplatky s krémovou náplní s brusinkovou příchutí 25g,Difabi,11.5,460,kg,2293.0,550.0,,16.0,,27.0,7.2,,3.8
220318869,08590326006418,Uni Roll Czech Lázeňské trojhránky promazávané oříškové 45g,Uni Roll Czech,21.9,486.67,kg,2487.5,598.7,45.13,17.12,43.4,16.12,4.0,0.23,1.35
220336753,08594001153060,Druid D.line Tradiční medový perník s ovocnou náplní a tmavou polevou jahoda 60g,Druid,19.9,331.67,kg,1644.0,392.0,13.0,9.7,62.0,35.0,5.1,0.08,
205138871,08593861269263,Kand Kečup jemný 300g,Kand,35.9,115.81,kg,149.0,36.0,0.1,0.0,7.2,3.3,1.1,1.6,
218048297,08594009164846,Labeta Bábovka bez lepku 400g,Labeta,56.9,142.25,kg,1535.0,360,16.0,0.1,48.0,28.0,6.0,,0.7
218812324,05411188100164,Alpro sójový dezert s vanilkovou příchutí 125g,Alpro,33.9,271.2,kg,369.0,87.0,1.8,0.3,14.2,11.0,3.2,0.14,0.5
